Case ID,Age,Breed,Weight,Medical History,Genetic Predispositions,Current Medications,Diet,Lifestyle,Environment,Vaccination Status,Neutering Status,Living Conditions,Disease,Stage,Conventional Treatment,Natural Remedies,Outcome
20321,14,Bulldog,37,Skin allergies,None,Beta-blockers,Balanced,Outdoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,Cephalexin,"Coconut oil, Probiotics, Turmeric",Improved
20322,10,Cocker Spaniel,18,Skin allergies,Fungal susceptibility,None,Low-sodium,Indoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Calendula, Probiotics, Aloe vera gel",Improved
20323,12,Bulldog,32,Eye infections,Fungal susceptibility,None,Grain-free,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Probiotics, Chamomile, Omega-3",Improved
20324,3,Beagle,9,Eye infections,Fungal susceptibility,Insulin,Hypoallergenic,Indoor,Temperate,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Lavender oil, Omega-3, Aloe vera gel",Improved
20325,15,Labrador,28,Skin allergies,None,None,Hypoallergenic,Outdoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,Amoxicillin,"Calendula, Probiotics, Aloe vera gel, Sulphur",Stable
20326,10,Beagle,13,Eye infections,Fungal susceptibility,Beta-blockers,High-protein,Outdoor,Humid,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Aloe vera gel, Lavender oil, Probiotics, Omega-3",Stable
20327,4,Beagle,9,Skin allergies,Fungal susceptibility,Beta-blockers,High-protein,Indoor,Cold,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Lavender oil, Omega-3, Chamomile",Improved
20328,4,Golden Retriever,12,Allergy to Penicillin,Dermatitis,Beta-blockers,Low-sodium,Outdoor,Humid,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,Itraconazole,"Probiotics, Tea tree oil, Turmeric, Coconut oil",Improved
20329,2,Chihuahua,11,None,Fungal susceptibility,Beta-blockers,High-protein,Active,Humid,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Cephalexin,"Probiotics, Turmeric, Calendula, Coconut oil",Recovered
20330,6,Labrador,8,Skin allergies,Dermatitis,Heartworm Preventative,Low-sodium,Outdoor,Temperate,Up-to-date,Neutered,Single-pet,Staph Infection,Initial,Cephalexin,"Aloe vera gel, Coconut oil, Probiotics",Recovered
20331,3,Chihuahua,37,None,None,Heartworm Preventative,Grain-free,Outdoor,Cold,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Aloe vera gel, Omega-3, Lavender oil, Chamomile",Improved
20332,14,Poodle,38,Skin allergies,Fungal susceptibility,Insulin,Balanced,Outdoor,Wet,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Cephalexin,"Coconut oil, Calendula, Sulphur",Recovered
20333,3,Poodle,5,None,Fungal susceptibility,Insulin,Balanced,Indoor,Temperate,Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Itraconazole,"Turmeric, Tea tree oil, Probiotics",Recovered
20334,13,Bulldog,19,Allergy to Penicillin,Fungal susceptibility,Antihistamines,Hypoallergenic,Outdoor,Humid,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Itraconazole,"Turmeric, Calendula, Coconut oil",Stable
20335,11,Golden Retriever,39,Allergy to Penicillin,Dermatitis,Heartworm Preventative,Low-sodium,Indoor,Cold,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Fluconazole,"Coconut oil, Turmeric, Tea tree oil",Improved
20336,12,Dachshund,15,Eye infections,Dermatitis,Heartworm Preventative,Balanced,Outdoor,Humid,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Aloe vera gel, Probiotics, Calendula",Recovered
20337,3,Dachshund,15,Eye infections,Fungal susceptibility,None,Hypoallergenic,Indoor,Wet,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Ketoconazole,"Tea tree oil, Calendula, Turmeric",Stable
20338,15,German Shepherd,8,None,Dermatitis,Antihistamines,Hypoallergenic,Indoor,Cold,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Omega-3, Chamomile, Probiotics",Stable
20339,13,Cocker Spaniel,8,Skin allergies,Fungal susceptibility,Beta-blockers,Hypoallergenic,Active,Wet,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Turmeric, Probiotics, Aloe vera gel, Coconut oil",Stable
20340,2,Dachshund,23,Eye infections,Dermatitis,Beta-blockers,Low-sodium,Outdoor,Wet,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,Cephalexin,"Aloe vera gel, Coconut oil, Sulphur, Calendula",Improved
20341,10,Golden Retriever,13,Skin allergies,None,None,Low-sodium,Indoor,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Ketoconazole,"Calendula, Coconut oil, Tea tree oil",Improved
20342,15,Labrador,32,Eye infections,Fungal susceptibility,Antihistamines,Hypoallergenic,Active,Wet,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Probiotics, Sulphur, Coconut oil, Aloe vera gel",Stable
20343,12,Poodle,25,Allergy to Penicillin,Fungal susceptibility,Antihistamines,Balanced,Outdoor,Wet,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Sulphur, Probiotics, Aloe vera gel",Recovered
20344,7,Dachshund,21,Skin allergies,Dermatitis,None,Grain-free,Active,Humid,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Aloe vera gel, Probiotics, Coconut oil, Calendula",Improved
20345,6,Chihuahua,40,Allergy to Penicillin,None,Insulin,Balanced,Indoor,Wet,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Fluconazole,"Tea tree oil, Turmeric, Coconut oil",Recovered
20346,4,Labrador,13,Eye infections,Fungal susceptibility,None,Low-sodium,Outdoor,Humid,Not Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Amoxicillin,"Probiotics, Coconut oil, Calendula, Sulphur",Recovered
20347,13,Labrador,19,None,Dermatitis,Antihistamines,Low-sodium,Active,Wet,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Itraconazole,"Probiotics, Turmeric, Coconut oil",Recovered
20348,5,Golden Retriever,40,Allergy to Penicillin,None,None,Balanced,Indoor,Wet,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Omega-3, Aloe vera gel, Lavender oil",Stable
20349,14,Beagle,35,Skin allergies,Fungal susceptibility,Insulin,High-protein,Active,Dry,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Aloe vera gel, Probiotics, Omega-3, Chamomile",Stable
20350,8,Dachshund,19,None,None,Beta-blockers,Hypoallergenic,Active,Humid,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Amoxicillin,"Coconut oil, Calendula, Sulphur",Recovered
20351,15,Dachshund,36,None,None,Heartworm Preventative,High-protein,Outdoor,Temperate,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Probiotics, Calendula, Aloe vera gel",Recovered
20352,2,Bulldog,21,Eye infections,Fungal susceptibility,Beta-blockers,Balanced,Active,Dry,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Ketoconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Improved
20353,2,Golden Retriever,10,None,Fungal susceptibility,None,Low-sodium,Indoor,Dry,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,Cephalexin,"Probiotics, Calendula, Coconut oil, Aloe vera gel",Stable
20354,10,Bulldog,6,Eye infections,None,Antihistamines,Grain-free,Outdoor,Temperate,Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Amoxicillin,"Coconut oil, Probiotics, Sulphur",Improved
20355,14,Bulldog,5,Allergy to Penicillin,None,None,Balanced,Outdoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
20356,3,Cocker Spaniel,21,Allergy to Penicillin,Dermatitis,None,Grain-free,Outdoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Aloe vera gel, Omega-3, Lavender oil",Improved
20357,1,Poodle,7,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Grain-free,Active,Cold,Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,Itraconazole,"Turmeric, Calendula, Coconut oil, Tea tree oil",Recovered
20358,2,German Shepherd,27,Skin allergies,Fungal susceptibility,Antihistamines,High-protein,Active,Dry,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Calendula, Probiotics, Turmeric",Improved
20359,4,Dachshund,19,Eye infections,Dermatitis,None,Hypoallergenic,Outdoor,Temperate,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Calendula, Coconut oil, Aloe vera gel, Probiotics",Stable
20360,6,Golden Retriever,15,None,Dermatitis,Beta-blockers,Balanced,Outdoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Coconut oil, Sulphur, Probiotics, Calendula",Stable
20361,10,Dachshund,40,Skin allergies,None,Beta-blockers,Grain-free,Indoor,Wet,Not Up-to-date,Neutered,Single-pet,Staph Infection,Initial,Cephalexin,"Coconut oil, Aloe vera gel, Sulphur",Improved
20362,5,German Shepherd,19,Skin allergies,Dermatitis,Insulin,Balanced,Active,Temperate,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Calendula, Turmeric, Probiotics",Improved
20363,12,Chihuahua,30,Skin allergies,Dermatitis,Insulin,Grain-free,Indoor,Cold,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Lavender oil, Omega-3, Chamomile, Probiotics",Improved
20364,14,Cocker Spaniel,33,Eye infections,None,Insulin,High-protein,Active,Humid,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Cephalexin,"Calendula, Probiotics, Aloe vera gel, Turmeric",Improved
20365,15,Poodle,34,Eye infections,Dermatitis,None,Balanced,Outdoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Aloe vera gel, Calendula, Probiotics",Stable
20366,1,Dachshund,40,Eye infections,Fungal susceptibility,None,Grain-free,Active,Humid,Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Amoxicillin,"Sulphur, Coconut oil, Calendula, Probiotics",Stable
20367,8,Dachshund,16,Allergy to Penicillin,Fungal susceptibility,Beta-blockers,Balanced,Outdoor,Wet,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Omega-3, Chamomile, Lavender oil",Improved
20368,15,Poodle,15,Allergy to Penicillin,Dermatitis,None,Low-sodium,Outdoor,Humid,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Probiotics, Coconut oil, Calendula, Sulphur",Recovered
20369,12,Beagle,19,Skin allergies,Dermatitis,Beta-blockers,Low-sodium,Indoor,Cold,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Calendula, Coconut oil, Probiotics",Stable
20370,2,Poodle,17,Skin allergies,None,None,Balanced,Active,Dry,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Calendula, Aloe vera gel, Probiotics",Stable
20371,4,Dachshund,16,Skin allergies,Dermatitis,Insulin,High-protein,Outdoor,Humid,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Sulphur, Calendula, Aloe vera gel, Coconut oil",Recovered
20372,11,Cocker Spaniel,15,Allergy to Penicillin,Dermatitis,Beta-blockers,High-protein,Outdoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Coconut oil, Calendula, Probiotics",Recovered
20373,6,Labrador,9,Eye infections,Fungal susceptibility,Heartworm Preventative,High-protein,Indoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Coconut oil, Aloe vera gel, Turmeric, Calendula",Stable
20374,8,Golden Retriever,35,Skin allergies,None,Antihistamines,High-protein,Active,Cold,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Aloe vera gel, Sulphur, Coconut oil",Recovered
20375,15,Dachshund,7,None,None,Insulin,Grain-free,Indoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Amoxicillin,"Probiotics, Coconut oil, Aloe vera gel",Recovered
20376,3,Dachshund,8,Eye infections,None,Beta-blockers,High-protein,Indoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Coconut oil, Calendula, Sulphur",Stable
20377,14,Labrador,17,Eye infections,None,Heartworm Preventative,High-protein,Outdoor,Dry,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Cephalexin,"Turmeric, Calendula, Aloe vera gel, Coconut oil",Improved
20378,1,Poodle,11,Allergy to Penicillin,Fungal susceptibility,Insulin,Grain-free,Active,Humid,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Cephalexin,"Calendula, Turmeric, Probiotics, Aloe vera gel",Recovered
20379,6,Bulldog,29,None,Fungal susceptibility,Beta-blockers,Hypoallergenic,Active,Dry,Not Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Amoxicillin,"Calendula, Sulphur, Aloe vera gel, Coconut oil",Recovered
20380,1,Poodle,12,Eye infections,Fungal susceptibility,Antihistamines,High-protein,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Chamomile, Aloe vera gel, Lavender oil",Stable
20381,13,Golden Retriever,6,None,Fungal susceptibility,Antihistamines,Hypoallergenic,Active,Cold,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Chamomile, Lavender oil, Omega-3, Probiotics",Recovered
20382,13,Labrador,17,Skin allergies,Fungal susceptibility,Heartworm Preventative,Hypoallergenic,Active,Cold,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Aloe vera gel, Coconut oil, Calendula, Probiotics",Recovered
20383,6,Beagle,7,Allergy to Penicillin,Dermatitis,Heartworm Preventative,Hypoallergenic,Outdoor,Temperate,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Omega-3, Aloe vera gel, Lavender oil",Improved
20384,3,Bulldog,34,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Low-sodium,Indoor,Cold,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Chamomile, Lavender oil, Probiotics, Omega-3",Improved
20385,9,Cocker Spaniel,12,None,Dermatitis,Antihistamines,High-protein,Indoor,Humid,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Omega-3, Lavender oil, Probiotics",Recovered
20386,7,German Shepherd,28,None,Fungal susceptibility,Heartworm Preventative,Grain-free,Indoor,Wet,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Calendula, Sulphur, Coconut oil, Probiotics",Stable
20387,9,Chihuahua,10,Eye infections,Fungal susceptibility,None,Low-sodium,Active,Cold,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Chamomile, Aloe vera gel, Omega-3, Lavender oil",Recovered
20388,12,Beagle,33,Eye infections,Fungal susceptibility,Heartworm Preventative,Grain-free,Indoor,Humid,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Itraconazole,"Turmeric, Calendula, Tea tree oil",Stable
20389,10,Bulldog,5,Skin allergies,Fungal susceptibility,Heartworm Preventative,Balanced,Indoor,Dry,Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,Amoxicillin,"Sulphur, Aloe vera gel, Probiotics",Recovered
20390,8,Beagle,30,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,High-protein,Indoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Itraconazole,"Tea tree oil, Probiotics, Calendula",Stable
20391,3,Chihuahua,34,None,Fungal susceptibility,None,Grain-free,Outdoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Cephalexin,"Calendula, Turmeric, Coconut oil, Aloe vera gel",Stable
20392,10,German Shepherd,40,None,Dermatitis,Insulin,Hypoallergenic,Indoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Omega-3, Lavender oil, Chamomile",Stable
20393,12,Beagle,16,Allergy to Penicillin,Dermatitis,None,Grain-free,Active,Temperate,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Coconut oil, Probiotics, Aloe vera gel",Stable
20394,6,Chihuahua,34,Eye infections,Fungal susceptibility,Beta-blockers,Low-sodium,Outdoor,Wet,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Coconut oil, Aloe vera gel, Calendula",Recovered
20395,7,Golden Retriever,19,Allergy to Penicillin,None,Heartworm Preventative,Balanced,Outdoor,Cold,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,Cephalexin,"Probiotics, Coconut oil, Turmeric",Recovered
20396,15,Dachshund,14,Eye infections,Fungal susceptibility,None,High-protein,Active,Cold,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Aloe vera gel, Omega-3, Chamomile",Improved
20397,10,German Shepherd,10,Skin allergies,Fungal susceptibility,Heartworm Preventative,Low-sodium,Active,Temperate,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Chamomile, Aloe vera gel, Omega-3, Lavender oil",Improved
20398,1,Cocker Spaniel,31,Allergy to Penicillin,Dermatitis,Antihistamines,Balanced,Indoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Aloe vera gel, Probiotics, Omega-3",Improved
20399,14,Labrador,25,Skin allergies,Dermatitis,Beta-blockers,High-protein,Outdoor,Cold,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Probiotics, Turmeric, Coconut oil",Improved
20400,12,Bulldog,11,None,None,Heartworm Preventative,Low-sodium,Active,Wet,Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Fluconazole,"Calendula, Tea tree oil, Probiotics",Recovered
20401,12,Bulldog,31,Skin allergies,None,Insulin,Low-sodium,Active,Humid,Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Cephalexin,"Calendula, Probiotics, Aloe vera gel",Improved
20402,4,Golden Retriever,13,Skin allergies,Dermatitis,Antihistamines,Grain-free,Active,Dry,Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Calendula, Sulphur, Aloe vera gel",Recovered
20403,14,Poodle,19,Eye infections,Fungal susceptibility,None,High-protein,Indoor,Wet,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Omega-3, Lavender oil, Aloe vera gel, Chamomile",Recovered
20404,12,German Shepherd,11,Eye infections,Dermatitis,Antihistamines,Low-sodium,Indoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Itraconazole,"Calendula, Coconut oil, Turmeric",Recovered
20405,8,Labrador,5,Allergy to Penicillin,Dermatitis,Beta-blockers,Low-sodium,Active,Dry,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Calendula, Coconut oil, Aloe vera gel",Recovered
20406,12,Bulldog,35,Skin allergies,Fungal susceptibility,Antihistamines,Low-sodium,Active,Temperate,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Probiotics, Turmeric, Aloe vera gel",Improved
20407,15,Beagle,5,None,Dermatitis,Antihistamines,Balanced,Outdoor,Dry,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Fluconazole,"Calendula, Probiotics, Tea tree oil",Recovered
20408,6,German Shepherd,11,None,Fungal susceptibility,Insulin,High-protein,Active,Dry,Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Cephalexin,"Aloe vera gel, Calendula, Sulphur",Recovered
20409,8,Cocker Spaniel,39,Allergy to Penicillin,None,Insulin,Hypoallergenic,Indoor,Humid,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Omega-3, Chamomile, Lavender oil, Aloe vera gel",Recovered
20410,3,Beagle,26,Skin allergies,Dermatitis,None,High-protein,Indoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,Itraconazole,"Probiotics, Calendula, Tea tree oil, Turmeric",Improved
20411,14,Labrador,31,Allergy to Penicillin,Dermatitis,Heartworm Preventative,High-protein,Outdoor,Cold,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Probiotics, Chamomile, Lavender oil, Aloe vera gel",Improved
20412,5,Labrador,19,Skin allergies,None,Heartworm Preventative,Hypoallergenic,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Itraconazole,"Probiotics, Calendula, Tea tree oil",Improved
