Case ID,Breed,Age,Weight,Medical History,Genetic Predispositions,Current Medications,Diet,Lifestyle,Environment,Vaccination Status,Neutering Status,Living Conditions,Disease,Stage,Severity Score,Symptom Count,Previous Treatment,Previous Treatment Response,Treatments Tried Count,Drug Allergies,Drug Interaction Risk,Cost Category,Availability Status,Conventional Treatment,Natural Remedies,Outcome
24856,Rottweiler,4.7,21.4,Allergy to Penicillin,,Beta-blockers,High-protein,Active,Temperate,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,26,7,,,0,,Medium,Expensive,Limited,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
24857,Yorkshire Terrier,1.6,36.8,Skin allergies,Fungal susceptibility,Insulin,High-protein,Outdoor,Humid,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Moderate,36,7,Itraconazole,Partial,1,,Low,Affordable,In Stock,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Improved
24858,Shih Tzu,10.8,18.6,Allergy to Penicillin,,,Grain-free,Indoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Moderate,44,8,,,0,,Low,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
24859,Bulldog,8.7,6.8,Skin allergies,Fungal susceptibility,,Balanced,Indoor,Humid,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,12,6,Itraconazole,Success,3,,Low,Moderate,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
24860,German Shepherd,6.5,43.2,Eye infections,Dermatitis,Antihistamines,Low-sodium,Active,Tropical,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,91,1,Amoxicillin,Partial,3,,High,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
24861,Siberian Husky,10.1,7.0,Eye infections,,,Balanced,Outdoor,Cold,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Mild,93,5,,,0,"Penicillin, Ketoconazole",Low,Moderate,Out of Stock,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Stable
24862,Border Collie,12.8,34.7,,,,Balanced,Outdoor,Tropical,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Mild,100,7,,,0,,Medium,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
24863,Bulldog,7.1,35.2,Skin allergies,,Insulin,Balanced,Outdoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,35,7,Itraconazole,Success,2,,Medium,Moderate,Limited,Fluconazole,"Coconut oil, Tea tree oil, Calendula",Stable
24864,Dachshund,3.0,28.4,Allergy to Penicillin,Dermatitis,Heartworm Preventative,Balanced,Indoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Mild,85,5,,,0,,High,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
24865,Cocker Spaniel,9.5,46.5,Skin allergies,Fungal susceptibility,Antihistamines,Low-sodium,Active,Dry,Up-to-date,Not Neutered,Single-pet,Staph Infection,Mild,57,5,Itraconazole,Partial,3,,High,Expensive,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
24866,Labrador,1.5,20.0,Skin allergies,Dermatitis,Insulin,Grain-free,Active,Wet,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,56,1,Ketoconazole,Adverse Reaction,1,,High,Moderate,In Stock,Itraconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Stable
24867,Poodle,14.1,12.4,,Dermatitis,Heartworm Preventative,Low-sodium,Indoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,59,7,,,0,,High,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24868,Chihuahua,12.3,2.1,,,Antihistamines,Balanced,Active,Cold,Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,12,8,,,0,,High,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
24869,Labrador,0.9,17.7,,,Insulin,Grain-free,Outdoor,Wet,Up-to-date,Neutered,Single-pet,Staph Infection,Severe,72,1,Fluconazole,Success,1,,Medium,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
24870,Yorkshire Terrier,11.6,7.0,,Fungal susceptibility,Antihistamines,Low-sodium,Indoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Mild,47,10,,,0,,High,Expensive,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24871,Beagle,6.1,8.3,Eye infections,Fungal susceptibility,,Hypoallergenic,Outdoor,Wet,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,68,8,Fluconazole,Success,3,Penicillin,Low,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
24872,Labrador,3.7,26.1,,Fungal susceptibility,Heartworm Preventative,Balanced,Indoor,Temperate,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,82,7,Cephalexin,Partial,3,Ketoconazole,Low,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
24873,Yorkshire Terrier,5.1,12.2,Eye infections,Fungal susceptibility,Antihistamines,Low-sodium,Outdoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,26,6,Itraconazole,Adverse Reaction,2,,High,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24874,Shih Tzu,6.2,35.7,Skin allergies,Fungal susceptibility,Insulin,Hypoallergenic,Active,Dry,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Mild,95,3,,,0,,Medium,Expensive,Out of Stock,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Improved
24875,Labrador,2.2,25.0,Eye infections,Dermatitis,Insulin,Balanced,Outdoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Moderate,35,6,Fluconazole,Partial,1,Ketoconazole,Low,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24876,Labrador,4.5,20.2,,,Insulin,Hypoallergenic,Indoor,Wet,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Mild,53,4,,,0,Ketoconazole,Medium,Expensive,Backorder,Itraconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Stable
24877,Siberian Husky,12.4,46.6,Skin allergies,,Antihistamines,Low-sodium,Active,Cold,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Mild,78,6,Amoxicillin,Adverse Reaction,2,,High,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
24878,Beagle,4.0,32.2,Allergy to Penicillin,,Heartworm Preventative,Balanced,Active,Cold,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Moderate,47,4,,,0,,Low,Affordable,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
24879,Bulldog,10.3,42.4,Eye infections,,Beta-blockers,Grain-free,Active,Humid,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,97,4,Ketoconazole,Partial,1,Ketoconazole,Medium,Affordable,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
24880,Yorkshire Terrier,13.5,24.5,Allergy to Penicillin,,Insulin,Grain-free,Outdoor,Cold,Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,64,8,,,0,,Low,Affordable,In Stock,Fluconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Improved
24881,Border Collie,14.7,48.6,,Dermatitis,Heartworm Preventative,Hypoallergenic,Outdoor,Cold,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,30,1,,,0,,Medium,Affordable,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
24882,Beagle,7.8,28.0,Eye infections,Fungal susceptibility,,Low-sodium,Active,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,36,7,,,0,,Low,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
24883,Golden Retriever,10.2,19.9,,Fungal susceptibility,Antihistamines,Hypoallergenic,Active,Temperate,Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,56,7,Cephalexin,Partial,1,"Penicillin, Ketoconazole",High,Moderate,In Stock,Itraconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Improved
24884,Rottweiler,10.1,26.7,Allergy to Penicillin,Dermatitis,Antihistamines,Balanced,Active,Cold,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Moderate,43,3,,,0,Penicillin,High,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24885,Border Collie,1.0,42.9,Allergy to Penicillin,,Antihistamines,Grain-free,Indoor,Dry,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,15,10,Itraconazole,Failure,1,,Medium,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
24886,Labrador,14.1,3.3,Skin allergies,Fungal susceptibility,,Grain-free,Indoor,Cold,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Mild,45,9,,,0,,High,Moderate,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
24887,Golden Retriever,11.9,20.5,Allergy to Penicillin,Fungal susceptibility,Antihistamines,Grain-free,Indoor,Cold,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Moderate,46,4,Amoxicillin,Success,3,,High,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24888,Poodle,9.0,26.0,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Grain-free,Outdoor,Humid,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Mild,50,6,Fluconazole,Success,3,,Medium,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
24889,Poodle,8.5,25.8,,Fungal susceptibility,Insulin,High-protein,Outdoor,Temperate,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Moderate,49,7,Amoxicillin,Success,1,,Low,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24890,German Shepherd,12.9,34.8,Eye infections,,Beta-blockers,Hypoallergenic,Indoor,Wet,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Mild,73,1,Fluconazole,Partial,2,,High,Moderate,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
24891,Dachshund,6.5,35.1,Skin allergies,Fungal susceptibility,,Balanced,Active,Dry,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Moderate,30,10,Amoxicillin,Failure,1,,High,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
24892,Beagle,14.5,5.9,Skin allergies,,,Low-sodium,Outdoor,Dry,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,22,10,,,0,Cephalexin,High,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
24893,Cocker Spaniel,6.1,43.8,,Dermatitis,,High-protein,Active,Humid,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,36,10,,,0,,High,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
24894,Siberian Husky,11.2,46.9,Allergy to Penicillin,Fungal susceptibility,Insulin,Hypoallergenic,Indoor,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,63,6,Cephalexin,Partial,3,Ketoconazole,High,Moderate,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
24895,Labrador,1.1,43.4,Allergy to Penicillin,,Antihistamines,Hypoallergenic,Outdoor,Cold,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,43,5,,,0,Cephalexin,Medium,Moderate,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
24896,Boxer,12.0,41.1,Eye infections,Fungal susceptibility,Antihistamines,High-protein,Active,Tropical,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,78,3,Cephalexin,Partial,2,,High,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
24897,German Shepherd,9.2,4.5,Eye infections,,Beta-blockers,Hypoallergenic,Active,Dry,Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,65,8,,,0,,Medium,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24898,Dachshund,8.3,21.6,Allergy to Penicillin,Fungal susceptibility,,Hypoallergenic,Active,Tropical,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,45,10,Ketoconazole,Partial,2,"Penicillin, Cephalexin",Low,Affordable,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24899,Boxer,8.1,37.5,Allergy to Penicillin,Dermatitis,,Low-sodium,Outdoor,Cold,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,47,5,Fluconazole,Partial,1,,Medium,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24900,Border Collie,9.1,16.0,Allergy to Penicillin,,Antihistamines,Balanced,Active,Tropical,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,87,5,Fluconazole,Partial,3,,Medium,Affordable,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
24901,Border Collie,9.2,6.0,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Hypoallergenic,Active,Wet,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Mild,54,2,Ketoconazole,Partial,3,,Medium,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
24902,Dachshund,0.6,21.3,,Dermatitis,Insulin,High-protein,Outdoor,Tropical,Not Up-to-date,Neutered,Single-pet,Staph Infection,Moderate,64,5,Fluconazole,Failure,2,,Medium,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
24903,German Shepherd,11.5,41.5,Allergy to Penicillin,Fungal susceptibility,,High-protein,Indoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Mild,66,4,,,0,,Low,Moderate,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
24904,Rottweiler,8.5,43.7,Skin allergies,Dermatitis,Heartworm Preventative,Low-sodium,Indoor,Wet,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Moderate,53,5,,,0,,Medium,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
24905,Poodle,2.3,48.3,Eye infections,,Beta-blockers,High-protein,Outdoor,Cold,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Mild,80,7,Amoxicillin,Failure,1,,High,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
24906,Bulldog,13.9,30.8,Eye infections,Fungal susceptibility,Heartworm Preventative,Hypoallergenic,Indoor,Tropical,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,25,6,Cephalexin,Success,2,"Penicillin, Cephalexin",Medium,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24907,Poodle,1.4,23.8,Eye infections,,Beta-blockers,Balanced,Active,Humid,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,24,5,Ketoconazole,Failure,3,Penicillin,High,Moderate,Out of Stock,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
24908,Golden Retriever,3.1,32.2,Eye infections,Dermatitis,Antihistamines,Grain-free,Indoor,Cold,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Mild,57,10,Amoxicillin,Success,1,"Penicillin, Ketoconazole",Low,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24909,Cocker Spaniel,3.3,25.1,Allergy to Penicillin,,Antihistamines,Grain-free,Indoor,Tropical,Up-to-date,Neutered,Single-pet,Staph Infection,Moderate,87,5,Amoxicillin,Success,2,"Penicillin, Ketoconazole",Medium,Affordable,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
24910,Cocker Spaniel,3.5,10.7,Eye infections,Dermatitis,Heartworm Preventative,Grain-free,Outdoor,Wet,Up-to-date,Neutered,Single-pet,Staph Infection,Initial,56,9,Itraconazole,Failure,3,Cephalexin,Low,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
24911,Golden Retriever,4.1,3.4,Allergy to Penicillin,,Insulin,Hypoallergenic,Indoor,Dry,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Mild,69,9,Itraconazole,Partial,1,,Low,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
24912,Rottweiler,10.9,16.7,Skin allergies,,Heartworm Preventative,Balanced,Outdoor,Humid,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Moderate,92,6,Ketoconazole,Partial,1,,Low,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
24913,German Shepherd,10.6,33.4,Skin allergies,Dermatitis,Insulin,Grain-free,Active,Cold,Up-to-date,Neutered,Single-pet,Staph Infection,Moderate,98,6,,,0,,Medium,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
24914,Shih Tzu,1.5,17.0,,Fungal susceptibility,Beta-blockers,Hypoallergenic,Indoor,Tropical,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,21,5,,,0,,Low,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
24915,Dachshund,8.7,46.1,,Dermatitis,Heartworm Preventative,High-protein,Outdoor,Cold,Up-to-date,Not Neutered,Single-pet,Staph Infection,Moderate,15,10,Itraconazole,Success,3,"Penicillin, Cephalexin",High,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
24916,Siberian Husky,6.3,26.2,,Fungal susceptibility,Beta-blockers,Grain-free,Indoor,Temperate,Not Up-to-date,Neutered,Single-pet,Staph Infection,Initial,43,6,,,0,,High,Moderate,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24917,Chihuahua,11.4,40.6,,Dermatitis,Antihistamines,Balanced,Outdoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,88,10,,,0,,High,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
24918,Bulldog,13.9,25.9,,Dermatitis,Antihistamines,Hypoallergenic,Indoor,Wet,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,42,1,Fluconazole,Success,3,,Low,Moderate,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24919,Beagle,3.3,38.7,Skin allergies,Fungal susceptibility,Heartworm Preventative,Grain-free,Outdoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,49,10,Amoxicillin,Success,2,,Low,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
24920,Shih Tzu,2.3,22.1,Allergy to Penicillin,,Heartworm Preventative,Low-sodium,Active,Dry,Not Up-to-date,Neutered,Single-pet,Staph Infection,Mild,61,10,Ketoconazole,Partial,3,,Low,Affordable,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24921,Labrador,9.6,35.2,Eye infections,,Insulin,Grain-free,Outdoor,Humid,Not Up-to-date,Neutered,Single-pet,Staph Infection,Moderate,28,10,Itraconazole,Partial,3,,High,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
24922,Yorkshire Terrier,11.1,11.3,Allergy to Penicillin,Dermatitis,Beta-blockers,High-protein,Indoor,Tropical,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,57,8,Cephalexin,Partial,1,,High,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
24923,Golden Retriever,14.7,10.6,Eye infections,,Beta-blockers,High-protein,Outdoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,84,3,Amoxicillin,Partial,1,,Low,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
24924,Chihuahua,1.9,33.9,Allergy to Penicillin,Dermatitis,Beta-blockers,Hypoallergenic,Active,Dry,Up-to-date,Neutered,Multi-pet,Staph Infection,Moderate,64,4,,,0,,High,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
24925,Boxer,13.7,28.9,Skin allergies,,Antihistamines,Hypoallergenic,Outdoor,Wet,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,44,7,,,0,,Medium,Moderate,Limited,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
24926,Rottweiler,9.1,27.8,,,Beta-blockers,Hypoallergenic,Indoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Mild,29,10,,,0,Penicillin,Low,Affordable,Limited,Fluconazole,"Coconut oil, Tea tree oil, Calendula",Improved
24927,Shih Tzu,1.1,34.7,Allergy to Penicillin,,Beta-blockers,Balanced,Active,Humid,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Moderate,47,3,,,0,,Low,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
24928,Golden Retriever,5.7,46.9,Eye infections,,,Hypoallergenic,Indoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,24,2,,,0,,Medium,Moderate,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
24929,Border Collie,3.2,16.5,,Fungal susceptibility,Insulin,Balanced,Outdoor,Temperate,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,59,5,,,0,Penicillin,Medium,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
24930,Bulldog,7.8,24.9,Allergy to Penicillin,Fungal susceptibility,,Hypoallergenic,Active,Tropical,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Mild,31,8,Ketoconazole,Failure,3,Ketoconazole,High,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
24931,Shih Tzu,6.3,17.1,Eye infections,Dermatitis,Insulin,Low-sodium,Active,Temperate,Not Up-to-date,Neutered,Single-pet,Staph Infection,Severe,18,1,Itraconazole,Partial,1,Ketoconazole,Medium,Moderate,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
24932,Bulldog,2.6,41.4,Allergy to Penicillin,,Heartworm Preventative,Low-sodium,Outdoor,Dry,Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,44,4,,,0,,Low,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
24933,Boxer,7.0,29.5,Allergy to Penicillin,Fungal susceptibility,Beta-blockers,Balanced,Active,Cold,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,55,6,,,0,,High,Affordable,Out of Stock,Ketoconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Recovered
24934,Golden Retriever,8.4,29.6,Skin allergies,,Insulin,High-protein,Indoor,Tropical,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,81,6,Fluconazole,Adverse Reaction,1,,High,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
